complaint_id,complaint_text,category,department,status,customer_id,date_received,date_resolved
223,My bill amount doubled this month without any explanation.,,Billing,Resolved,CUST5264,2025-07-13 11:58:00,2025-07-16 06:11:24
224,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Closed,CUST3009,2025-12-10 01:44:00,2025-12-19 11:39:59
225,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST6236,2025-06-23 20:28:00,2025-06-25 17:58:04
226,The road near the facility is damaged and causing accidents.,,Maintenance,In Progress,CUST3852,2025-07-10 13:57:00,
227,Thank you for quickly fixing the safety issue I reported earlier.,Safety Concern,Security,Open,CUST1430,2025-04-07 14:50:00,
228,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Open,CUST2077,2025-06-26 12:35:00,
229,I have been waiting since last month for this issue to be fixed.,,Operations,Closed,CUST6194,2025-07-25 10:26:00,2025-08-01 20:16:10
230,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,Open,CUST3981,2025-06-17 16:22:00,
231,No safety measures are in place despite previous warnings.,Safety Concern,Security,Closed,CUST5982,2025-06-28 16:03:00,2025-06-30 14:58:12
232,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Closed,CUST5653,2025-12-08 16:22:00,2025-12-10 16:07:53
233,An official demanded a bribe before processing my documents.,,Administration,Open,CUST9740,2025-04-18 06:17:00,
234,My bill amount doubled this month without any explanation.,Billing Issue,Billing,In Progress,CUST6531,2025-07-19 13:09:00,
235,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,Open,CUST5336,2025-01-28 12:01:00,
236,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Resolved,CUST5745,2025-06-21 18:01:00,2025-06-27 02:14:10
237,,,Maintenance,Closed,CUST2195,2025-07-26 10:51:00,2025-08-05 19:57:26
238,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,In Progress,CUST6121,2025-06-16 08:29:00,
239,An official demanded a bribe before processing my documents.,,Administration,Closed,CUST7070,2025-09-28 07:22:00,2025-10-07 22:50:22
240,The staff at the counter was extremely rude to me today.,,Customer Support,In Progress,CUST2586,2025-05-15 15:07:00,
241,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST6364,2025-11-14 07:15:00,2025-11-16 17:59:05
242,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Closed,CUST6055,2025-03-06 07:31:00,2025-03-07 15:53:35
243,The staff at the counter was extremely rude to me today.,,Customer Support,Closed,CUST6781,2025-12-17 07:29:00,2025-12-21 16:43:43
244,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST1133,2025-07-27 20:41:00,2025-07-29 11:31:03
245,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Resolved,CUST1741,2025-03-09 22:46:00,2025-03-14 12:54:46
246,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,In Progress,CUST8378,2025-07-12 07:35:00,
247,I witnessed a near-accident due to lack of proper signage.,,Security,Resolved,CUST2584,2025-10-20 16:43:00,2025-10-26 11:40:50
248,The response time for service requests is unacceptably slow.,Service Delay,Operations,Open,CUST7576,2025-07-12 13:48:00,
249,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,Closed,CUST3440,2025-01-23 11:21:00,2025-01-26 02:38:35
250,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,In Progress,CUST5902,2025-03-20 12:20:00,
251,The new infrastructure upgrade has improved things significantly.,,Maintenance,Closed,CUST1272,2025-10-18 06:31:00,2025-10-26 14:09:05
252,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Closed,CUST1436,2025-12-19 08:19:00,2025-12-24 23:48:25
253,The equipment at the site is old and frequently malfunctions.,,Maintenance,Resolved,CUST1841,2025-12-26 15:49:00,2026-01-01 05:38:17
254,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Closed,CUST4968,2025-07-24 14:39:00,2025-08-01 13:56:57
255,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Resolved,CUST4340,2025-03-15 10:20:00,2025-03-17 18:02:46
256,Staff keep telling me to wait but nothing happens.,,Operations,Closed,CUST3262,2025-11-28 17:54:00,2025-12-04 04:39:23
257,The staff member was polite and handled my issue very well.,,Customer Support,Resolved,CUST3837,2025-05-22 07:30:00,2025-05-25 07:51:45
258,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,Closed,CUST5331,2025-05-12 13:43:00,2025-05-15 14:25:21
259,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,In Progress,CUST5876,2025-12-09 14:35:00,
260,No safety measures are in place despite previous warnings.,Safety Concern,Security,Resolved,CUST5480,2025-08-16 15:20:00,2025-08-21 03:15:40
261,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST3399,2025-08-13 12:57:00,2025-08-20 22:34:11
262,The response time for service requests is unacceptably slow.,Service Delay,Operations,Closed,CUST8849,2025-12-03 18:22:00,2025-12-12 09:32:19
263,The online payment portal charged me twice for the same bill.,,Billing,In Progress,CUST4920,2025-05-18 06:44:00,
264,Staff keep telling me to wait but nothing happens.,,Operations,Open,CUST8739,2025-04-08 10:03:00,
265,My bill amount doubled this month without any explanation.,Billing Issue,Billing,In Progress,CUST8793,2025-01-18 20:59:00,
266,I was treated very disrespectfully by the customer support agent.,,Customer Support,In Progress,CUST2465,2025-09-10 18:20:00,
267,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Closed,CUST3868,2025-07-24 12:54:00,2025-07-28 00:40:19
268,No technician has visited despite multiple requests.,Service Delay,Operations,Resolved,CUST5742,2025-12-02 09:53:00,2025-12-08 23:30:56
269,I was asked to pay extra money to get my work done faster.,,Administration,Closed,CUST8444,2025-05-20 12:06:00,2025-05-29 08:03:21
270,"Great job by the support team, issue resolved within a day.",,Customer Support,Resolved,CUST2845,2025-11-05 07:54:00,2025-11-05 14:31:21
271,I have been waiting since last month for this issue to be fixed.,,Operations,Open,CUST5833,2025-08-23 21:11:00,
272,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Closed,CUST9442,2025-03-28 22:40:00,2025-04-01 08:30:33
273,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Resolved,CUST1111,2025-08-06 10:08:00,2025-08-15 04:11:22
274,No technician has visited despite multiple requests.,Service Delay,Operations,In Progress,CUST1187,2025-06-09 16:21:00,
275,The response time for service requests is unacceptably slow.,,Operations,Open,CUST7642,2025-08-02 15:42:00,
276,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Closed,CUST4618,2025-08-21 08:58:00,2025-08-25 07:20:52
277,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST9998,2025-07-15 19:47:00,2025-07-19 06:56:50
278,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Resolved,CUST9609,2025-09-22 17:48:00,2025-09-24 05:07:21
279,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Open,CUST9281,2025-02-19 22:07:00,
280,The online payment portal charged me twice for the same bill.,,Billing,Resolved,CUST4365,2025-03-11 08:54:00,2025-03-12 23:53:30
281,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,Closed,CUST9409,2025-02-17 14:28:00,2025-02-27 01:44:25
282,Staff keep telling me to wait but nothing happens.,Service Delay,Operations,Closed,CUST7487,2025-01-15 17:43:00,2025-01-20 13:34:07
283,It has been three weeks and my complaint is still not resolved.,,Operations,Open,CUST2044,2025-09-19 17:04:00,
284,The staff at the counter was extremely rude to me today.,,Customer Support,Resolved,CUST3948,2025-12-03 12:59:00,2025-12-04 15:03:49
285,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Closed,CUST7154,2025-06-13 06:28:00,2025-06-16 02:53:20
286,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Open,CUST7439,2025-03-28 17:22:00,
287,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Closed,CUST9920,2025-10-25 16:01:00,2025-10-30 11:41:03
288,Very unprofessional behavior from the officer on duty.,,Customer Support,In Progress,CUST2848,2025-10-08 20:29:00,
289,Why is the late fee applied when I paid on time?,,Billing,In Progress,CUST1550,2025-08-01 17:15:00,
290,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,Resolved,CUST1924,2025-04-02 09:25:00,2025-04-05 18:24:55
291,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,In Progress,CUST6253,2025-04-24 12:36:00,
292,No technician has visited despite multiple requests.,,Operations,Resolved,CUST3869,2025-12-17 08:14:00,2025-12-22 14:00:27
293,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,Closed,CUST9592,2025-07-02 09:22:00,2025-07-12 10:31:18
294,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,In Progress,CUST4948,2025-06-10 15:24:00,
295,An official demanded a bribe before processing my documents.,,Administration,Resolved,CUST7761,2025-10-05 14:51:00,2025-10-09 19:10:35
296,"Excellent service today, very satisfied with the response.",,Customer Support,In Progress,CUST8369,2025-06-09 15:13:00,
297,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Open,CUST1647,2025-07-27 13:12:00,
298,I was asked to pay extra money to get my work done faster.,,Administration,Closed,CUST4422,2025-10-19 16:46:00,2025-10-25 04:32:05
299,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Closed,CUST2922,2025-05-01 13:13:00,2025-05-08 05:24:54
300,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Closed,CUST4921,2025-11-23 13:38:00,2025-11-29 01:09:00
301,The employee refused to help and was arguing instead of assisting.,,Customer Support,Resolved,CUST9401,2025-06-18 17:41:00,2025-06-20 12:17:46
302,An official demanded a bribe before processing my documents.,,Administration,Closed,CUST4328,2025-02-24 04:30:00,2025-03-01 18:21:15
303,I have been waiting since last month for this issue to be fixed.,,Operations,Closed,CUST7841,2025-01-28 16:14:00,2025-02-05 15:42:27
304,No technician has visited despite multiple requests.,Service Delay,Operations,Closed,CUST6530,2025-05-13 09:36:00,2025-05-20 03:44:08
305,I have been waiting since last month for this issue to be fixed.,,Operations,Resolved,CUST6770,2025-12-21 08:47:00,2025-12-22 21:42:05
306,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST2217,2025-07-18 12:41:00,2025-07-21 16:24:52
307,I want to thank the team for resolving my issue so quickly.,,Customer Support,Closed,CUST3474,2025-09-14 18:08:00,2025-09-15 20:03:16
308,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Resolved,CUST8916,2025-06-02 16:39:00,2025-06-02 22:58:09
309,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Open,CUST5501,2025-01-18 11:26:00,
310,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Closed,CUST3937,2025-01-27 14:44:00,2025-01-28 13:40:33
311,I was overcharged on my last bill and no one is responding.,,Billing,Resolved,CUST6807,2025-07-08 12:12:00,2025-07-10 11:08:00
312,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Resolved,CUST4700,2025-02-13 22:29:00,2025-02-14 19:14:46
313,It has been three weeks and my complaint is still not resolved.,,Operations,Closed,,2025-08-28 14:41:00,2025-09-02 10:24:20
314,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,In Progress,CUST8109,2025-01-01 09:44:00,
315,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Closed,CUST4764,2025-07-28 07:06:00,2025-08-01 22:59:59
316,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Open,CUST9897,2025-07-02 10:59:00,
317,The staff at the counter was extremely rude to me today.,,Customer Support,Open,CUST3362,2025-03-28 18:20:00,
318,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Resolved,CUST7375,2025-12-10 12:10:00,2025-12-14 23:43:22
319,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,Open,CUST2284,2025-05-25 15:47:00,
320,The employee refused to help and was arguing instead of assisting.,,Customer Support,Closed,CUST7499,2025-01-14 09:14:00,2025-01-16 17:57:42
321,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Closed,CUST6829,2025-01-09 09:50:00,2025-01-10 02:13:18
322,Very unprofessional behavior from the officer on duty.,,Customer Support,Closed,CUST5839,2025-06-22 07:37:00,2025-06-25 04:32:03
323,There are serious safety hazards at the site that need urgent attention.,Safety Concern,Security,Closed,CUST7383,2025-02-05 09:24:00,2025-02-07 14:07:52
324,It has been three weeks and my complaint is still not resolved.,,Operations,Resolved,CUST3170,2025-02-10 11:28:00,2025-02-19 09:46:24
325,Why is the late fee applied when I paid on time?,,Billing,Resolved,CUST6798,2025-06-18 06:32:00,2025-06-20 07:12:37
326,The staff member was polite and handled my issue very well.,,Customer Support,Resolved,CUST7353,2025-08-11 16:55:00,2025-08-13 20:45:52
327,Thank you for quickly fixing the safety issue I reported earlier.,Safety Concern,Security,Resolved,CUST3777,2025-11-08 17:36:00,2025-11-12 19:18:11
328,"There is a billing error, I already paid but it still shows unpaid.",,Billing,In Progress,CUST5911,2025-04-05 19:04:00,
329,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,Resolved,CUST4203,2025-05-08 07:46:00,2025-05-12 08:17:08
