complaint_id,stage_order,department,action,routed_correctly,comment,stage_timestamp,resolution_status
81,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-10-26 09:46:02.306088,
81,2,Customer Support,Forwarded (Incorrect),False,"Not within our scope, sending to the relevant department.",2025-10-26 17:01:34.768579,
81,3,Administration,Forwarded (Re-routed),True,Re-routed from Customer Support; now correctly assigned for Corruption/Bribery.,2025-10-27 08:59:29.576964,
81,4,Administration,Reviewed,True,Resolved following standard procedure.,2025-10-28 19:59:55.330311,Resolved
82,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-11 13:58:18.902443,
82,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-07-11 15:46:54.896518,
82,3,Maintenance,Reviewed,True,Corrected the error and notified the customer.,2025-07-12 00:37:16.593660,Resolved
83,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-27 10:58:31.133861,
83,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-08-27 14:34:17.181323,
83,3,Customer Support,Reviewed,True,Corrected the error and notified the customer.,2025-08-29 03:49:34.415365,Resolved
84,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-18 17:34:55.479950,
84,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Appreciation.",2025-08-18 20:52:23.279842,
84,3,Customer Support,Reviewed,True,Completed the requested action successfully.,2025-08-22 10:39:36.303130,Resolved
85,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-10-03 15:36:24.877778,
85,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-10-03 18:54:36.926284,
85,3,Operations,Reviewed,True,Corrected the error and notified the customer.,2025-10-04 04:23:14.141425,Resolved
86,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-16 14:27:56.547972,
86,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-05-16 22:14:40.560643,
86,3,Customer Support,Reviewed,True,Waiting on additional information from the customer.,2025-05-18 15:31:45.203088,Unresolved
87,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-20 08:08:14.628876,
87,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-05-20 11:13:24.562756,
87,3,Security,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-05-24 01:59:04.060715,Resolved
88,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-04-14 09:55:48.440734,
88,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Appreciation.",2025-04-14 16:22:30.514411,
88,3,Customer Support,Reviewed,True,Corrected the error and notified the customer.,2025-04-15 08:46:57.680330,Resolved
89,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-01 08:00:35.933000,
89,2,Billing,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-06-01 12:43:17.108730,
89,3,Maintenance,Forwarded (Re-routed),True,Re-routed from Billing; now correctly assigned for Infrastructure.,2025-06-01 17:35:05.344093,
89,4,Maintenance,Reviewed,True,"Still under investigation, pending further review.",2025-06-05 11:13:57.533361,Unresolved
90,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-18 15:19:50.262724,
90,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-06-18 21:27:02.078952,
90,3,Operations,Reviewed,True,Escalated to senior staff for further action.,2025-06-21 01:37:54.173454,Unresolved
91,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-09 15:30:33.259534,
91,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-05-09 17:15:05.951828,
91,3,Operations,Reviewed,True,Waiting on additional information from the customer.,2025-05-10 10:58:49.255497,Unresolved
92,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-24 02:54:22.608063,
92,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-03-24 04:16:32.054050,
92,3,Security,Reviewed,True,Escalated to senior staff for further action.,2025-03-24 12:36:02.814309,Unresolved
93,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-10-10 15:08:07.249545,
93,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-10-10 16:46:27.802653,
93,3,Maintenance,Reviewed,True,Resolved following standard procedure.,2025-10-12 19:32:33.877707,Resolved
94,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-18 09:37:31.427971,
94,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-12-18 12:07:44.081821,
94,3,Billing,Reviewed,True,Resolved following standard procedure.,2025-12-21 14:19:53.552326,Resolved
95,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-16 17:22:56.842176,
95,2,Customer Support,Forwarded (Incorrect),False,"This complaint does not belong to our department, forwarding to the correct team.",2025-07-16 21:40:13.602083,
95,3,Billing,Forwarded (Re-routed),True,Re-routed from Customer Support; now correctly assigned for Billing Issue.,2025-07-17 01:46:59.822765,
95,4,Billing,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-07-21 01:42:37.612188,Resolved
96,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-02-03 08:36:26.768775,
96,2,Administration,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-02-03 12:20:00.855957,
96,3,Operations,Forwarded (Re-routed),True,Re-routed from Administration; now correctly assigned for Service Delay.,2025-02-04 03:06:52.938406,
96,4,Operations,Reviewed,True,Completed the requested action successfully.,2025-02-07 17:09:15.052924,Resolved
97,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-03 11:54:50.086844,
97,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-12-03 17:10:46.630198,
97,3,Billing,Reviewed,True,On hold due to resource availability.,2025-12-05 09:51:03.708969,Unresolved
98,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-15 10:00:07.834439,
98,2,Security,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Safety Concern.",2025-06-15 17:05:08.105774,
98,3,Security,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-06-19 05:18:03.011087,Resolved
99,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-24 17:33:48.633218,
99,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-08-24 19:14:52.874286,
99,3,Customer Support,Reviewed,True,Resolved following standard procedure.,2025-08-26 02:43:02.380884,Resolved
100,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-03-06 14:36:23.706863,
100,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-03-06 19:08:31.051716,
100,3,Operations,Reviewed,True,"Still under investigation, pending further review.",2025-03-10 03:45:58.726015,Unresolved
101,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-08 13:51:06.803532,
101,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-05-08 19:30:14.490572,
101,3,Maintenance,Reviewed,True,Issue verified and resolved after review.,2025-05-10 09:55:49.496611,Resolved
102,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-26 20:24:24.300664,
102,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-12-26 22:46:37.813763,
102,3,Billing,Reviewed,True,Corrected the error and notified the customer.,2025-12-28 22:37:36.773335,Resolved
103,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-04-05 19:15:48.340690,
103,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-04-05 21:44:50.493078,
103,3,Customer Support,Reviewed,True,Waiting on additional information from the customer.,2025-04-09 15:47:00.349195,Unresolved
104,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-27 15:18:01.762236,
104,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-08-27 22:33:04.782739,
104,3,Billing,Reviewed,True,Resolved following standard procedure.,2025-08-30 02:47:13.965314,Resolved
105,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-17 15:44:26.986756,
105,2,Billing,Forwarded (Incorrect),False,"Incorrectly routed here, reassigning to the appropriate department.",2025-12-17 22:17:30.125151,
105,3,Maintenance,Forwarded (Re-routed),True,Re-routed from Billing; now correctly assigned for Infrastructure.,2025-12-18 03:19:51.021601,
105,4,Maintenance,Reviewed,True,Confirmed with the customer that the issue is fixed.,2025-12-21 11:24:34.718195,Resolved
106,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-09 18:08:00.185917,
106,2,Administration,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Corruption/Bribery.",2025-05-09 23:51:07.791366,
106,3,Administration,Reviewed,True,"Still under investigation, pending further review.",2025-05-10 19:05:52.243242,Unresolved
107,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-25 19:33:05.266629,
107,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Appreciation.",2025-07-26 03:13:14.601778,
107,3,Customer Support,Reviewed,True,Waiting on additional information from the customer.,2025-07-28 03:57:15.128079,Unresolved
108,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-14 18:00:56.796475,
108,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Appreciation.",2025-12-15 00:12:03.320901,
108,3,Customer Support,Reviewed,True,Issue verified and resolved after review.,2025-12-15 14:18:51.466730,Resolved
109,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-05-04 10:35:37.362985,
109,2,Maintenance,Forwarded (Incorrect),False,"Not within our scope, sending to the relevant department.",2025-05-04 17:59:28.145441,
109,3,Operations,Forwarded (Re-routed),True,Re-routed from Maintenance; now correctly assigned for Service Delay.,2025-05-05 01:05:58.432410,
109,4,Operations,Reviewed,True,Waiting on additional information from the customer.,2025-05-07 07:21:12.600060,Unresolved
110,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-10-18 18:40:19.175043,
110,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-10-19 00:51:23.472661,
110,3,Operations,Reviewed,True,Completed the requested action successfully.,2025-10-19 07:27:26.626775,Resolved
111,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-11-27 15:04:25.821504,
111,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-11-27 21:37:24.755859,
111,3,Billing,Reviewed,True,Resolved following standard procedure.,2025-11-30 21:13:09.619720,Resolved
112,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-06-25 15:49:19.977407,
112,2,Billing,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Billing Issue.",2025-06-25 22:39:10.068147,
112,3,Billing,Reviewed,True,Completed the requested action successfully.,2025-06-27 00:32:02.917962,Resolved
113,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-15 16:34:05.267398,
113,2,Customer Support,Forwarded (Incorrect),False,"Not within our scope, sending to the relevant department.",2025-12-15 21:02:52.913961,
113,3,Operations,Forwarded (Re-routed),True,Re-routed from Customer Support; now correctly assigned for Service Delay.,2025-12-16 04:15:52.369051,
113,4,Operations,Reviewed,True,Issue verified and resolved after review.,2025-12-19 03:47:46.641461,Resolved
114,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-07-18 11:04:06.124593,
114,2,Maintenance,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Infrastructure.",2025-07-18 16:57:38.433573,
114,3,Maintenance,Reviewed,True,Waiting on additional information from the customer.,2025-07-22 13:43:35.541059,Unresolved
115,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-08-05 11:06:12.028046,
115,2,Customer Support,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Staff Behavior.",2025-08-05 13:45:13.238686,
115,3,Customer Support,Reviewed,True,Corrected the error and notified the customer.,2025-08-06 07:17:55.845094,Resolved
116,1,Public Relations,Received,,Complaint logged and reviewed for routing.,2025-12-08 17:36:29.538476,
116,2,Operations,Forwarded (Correct),True,"Received from Public Relations, correctly routed for Service Delay.",2025-12-08 21:24:15.648800,
116,3,Operations,Reviewed,True,Corrected the error and notified the customer.,2025-12-10 10:13:02.119334,Resolved
